DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
2020-05-15 06:00:00,4136001,4UPUqMRk7TRMgml,15.406666666666665,14.86,0.7999999999999999,2429011.8000000003
2020-05-15 06:00:00,4136001,81aHJ1q11NBPMrL,14.773333333333332,14.246666666666668,0.7333333333333335,1215278736.733333
2020-05-15 06:00:00,4136001,9kRcWv60rDACzjR,15.38,14.84,1.8666666666666667,2247719578.866667
2020-05-15 06:00:00,4136001,Et9kgGMDl729KT4,14.973333333333334,14.44,1.0,1704251.0000000002
2020-05-15 06:00:00,4136001,IQ2d7wF4YD8zU1Q,15.16,14.633333333333338,0.7333333333333332,19941526.73333333
2020-05-15 06:00:00,4136001,LYwnQax7tkwH5Cb,15.566666666666665,15.02,1.2666666666666666,1794958635.266667
2020-05-15 06:00:00,4136001,LlT2YUhhzqhg5Sw,15.179999999999998,14.673333333333336,1.0666666666666669,282592811.06666666
2020-05-15 06:00:00,4136001,Mx2yZCDsyf6DPfv,15.1,14.586666666666668,0.7999999999999999,2453646.8
2020-05-15 06:00:00,4136001,NgDl19wMapZy17u,14.98666666666667,14.453333333333337,1.2666666666666666,111512592.26666668
2020-05-15 06:00:00,4136001,PeE6FRyGXUgsRhN,14.506666666666668,13.993333333333334,0.6666666666666666,1348350801.666667
2020-05-15 06:00:00,4136001,Qf4GUc1pJu5T6c6,15.713333333333328,15.159999999999997,1.0,838421378.0
2020-05-15 06:00:00,4136001,Quc1TzYxW2pYoWX,11.420000000000002,11.013333333333332,1.0,329509086.0
2020-05-15 06:00:00,4136001,V94E5Ben1TlhnDV,15.206666666666669,14.679999999999998,1.2,1412083120.1999998
2020-05-15 06:00:00,4136001,WcxssY2VbP4hApt,15.746666666666668,15.213333333333331,0.9333333333333332,181695261.9333333
2020-05-15 06:00:00,4136001,mqwcsP2rE7J0TFp,16.466666666666665,15.9,1.3333333333333337,593580026.3333334
2020-05-15 06:00:00,4136001,oZ35aAeoifZaQzV,16.62666666666667,16.03333333333333,2.0,1659965053.0
2020-05-15 06:00:00,4136001,oZZkBaNadn6DNKz,14.966666666666669,14.446666666666664,1.2,1708083349.1999998
2020-05-15 06:00:00,4136001,q49J1IKaHRwDQnt,15.393333333333333,14.86,1.0666666666666669,339924.06666666665
2020-05-15 06:00:00,4136001,rrq4fwE8jgrTyWY,15.066666666666665,14.546666666666669,1.2666666666666673,120964109.26666668
2020-05-15 06:00:00,4136001,vOuJvMaM2sgwLmb,15.653333333333334,15.133333333333333,1.7999999999999998,2211963.8000000007
2020-05-15 06:00:00,4136001,xMbIugepa2P7lBB,15.113333333333332,14.600000000000003,1.7333333333333332,106656622.73333332
2020-05-15 06:00:00,4136001,xoJJ8DcxJEcupym,13.586666666666664,13.1,1.2000000000000002,209143594.2
2020-05-15 06:15:00,4136001,4UPUqMRk7TRMgml,27.433333333333334,26.493333333333336,6.133333333333333,2429017.1333333333
2020-05-15 06:15:00,4136001,81aHJ1q11NBPMrL,25.206666666666667,24.35333333333333,5.800000000000001,1215278741.8
2020-05-15 06:15:00,4136001,9kRcWv60rDACzjR,27.446666666666665,26.50666666666667,7.266666666666666,2247719584.2666674
2020-05-15 06:15:00,4136001,Et9kgGMDl729KT4,24.642857142857142,23.79285714285714,5.642857142857143,1704255.642857143
2020-05-15 06:15:00,4136001,IQ2d7wF4YD8zU1Q,27.22,26.293333333333333,6.0666666666666655,19941532.066666663
