DATE_TIME,PLANT_ID,SOURCE_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 05:45:00,4136001,iq8k7ZNt4Mwm3w0,24.741273799999995,23.7866618,0.002838054505
2020-05-15 06:00:00,4136001,iq8k7ZNt4Mwm3w0,24.74278656666667,24.07722983333333,0.0129619781466666
2020-05-15 06:15:00,4136001,iq8k7ZNt4Mwm3w0,24.76391089655172,24.356189448275863,0.0210376687241379
2020-05-15 06:30:00,4136001,iq8k7ZNt4Mwm3w0,24.7863229,24.548886100000004,0.042435399
2020-05-15 06:45:00,4136001,iq8k7ZNt4Mwm3w0,25.04824510344827,25.746662,0.1034958783448276
2020-05-15 07:00:00,4136001,iq8k7ZNt4Mwm3w0,25.6732025,28.67470703333333,0.1994504836666666
2020-05-15 07:15:00,4136001,iq8k7ZNt4Mwm3w0,26.076818,30.72550493103449,0.317665025862069
2020-05-15 07:30:00,4136001,iq8k7ZNt4Mwm3w0,26.424239066666665,32.206803566666665,0.3829133633333333
2020-05-15 07:45:00,4136001,iq8k7ZNt4Mwm3w0,27.12028751724138,34.59156220689654,0.4482866631034482
2020-05-15 08:00:00,4136001,iq8k7ZNt4Mwm3w0,27.678970266666667,35.705856366666666,0.4550275753333332
2020-05-15 08:15:00,4136001,iq8k7ZNt4Mwm3w0,27.953492333333333,36.78689773333334,0.509315263
2020-05-15 08:30:00,4136001,iq8k7ZNt4Mwm3w0,28.526214655172414,38.617749482758605,0.5709116793103447
2020-05-15 08:45:00,4136001,iq8k7ZNt4Mwm3w0,29.319021466666655,40.738035900000014,0.6253999813333333
2020-05-15 09:00:00,4136001,iq8k7ZNt4Mwm3w0,29.572043620689648,41.47150403448277,0.6542055951724136
2020-05-15 09:15:00,4136001,iq8k7ZNt4Mwm3w0,30.09140723333333,43.4653736,0.7024373413333334
2020-05-15 09:30:00,4136001,iq8k7ZNt4Mwm3w0,30.638658379310343,44.1451964137931,0.7566826427586206
2020-05-15 09:45:00,4136001,iq8k7ZNt4Mwm3w0,31.375120033333328,45.71952399999999,0.799745994
2020-05-15 10:00:00,4136001,iq8k7ZNt4Mwm3w0,31.89209383333333,46.13117390000001,0.828095938
2020-05-15 10:15:00,4136001,iq8k7ZNt4Mwm3w0,32.43747986206897,47.143508275862075,0.8748338506896551
2020-05-15 10:30:00,4136001,iq8k7ZNt4Mwm3w0,33.07413526666666,48.6802898,0.9080560733333332
